id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,acct_open_date,year_pin_last_changed,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,debt_to_income_ratio,total_transactions,avg_transaction_amount,max_transaction_amount,min_transaction_amount,total_spent,total_refunded,num_refunds,transaction_frequency,avg_errors,total_errors,credit_limit
444,811,Mastercard,Debit,5064137987234665,2020-02-01,599,1,2,2020-01-01,2020,91,68,1929,2,Female,5492 Maple Drive,38.9,-94.68,51642,84694,2149,741,7,0.0253736982548941,0,0,0,0,0,0,0,0,0,0,53549
445,838,Mastercard,Credit,5193780952753626,2021-01-01,591,1,2,2020-01-01,2020,26,70,1993,7,Male,349 First Drive,33.78,-84.44,24382,49713,91776,763,1,1.84611670991491,0,0,0,0,0,0,0,0,0,0,13800
446,1938,Mastercard,Debit,5099614207935768,2020-11-01,856,1,1,2020-01-01,2020,22,67,1997,7,Male,295 Valley Drive,29.45,-98.5,28135,57367,115418,795,2,2.01192323112591,0,0,0,0,0,0,0,0,0,0,2868
447,713,Mastercard,Debit,5169705466479218,2020-03-01,66,1,1,2020-01-01,2020,25,71,1994,8,Female,224 Mountain View Boulevard,48.19,-114.38,17040,34745,26503,691,4,0.762786012375881,0,0,0,0,0,0,0,0,0,0,1737
448,1631,Mastercard,Credit,5298079382002761,2021-11-01,989,1,1,2020-01-01,2020,18,67,2001,11,Female,4735 Fifth Avenue,30.44,-91.12,31741,64715,174664,740,3,2.69897241752299,0,0,0,0,0,0,0,0,0,0,17500
449,290,Mastercard,Debit,5843714671989158,2020-01-01,533,1,2,2020-01-01,2020,27,66,1992,3,Female,293 Wessex Street,42.4,-83.6,49458,100837,61377,687,2,0.60867538701072,0,0,0,0,0,0,0,0,0,0,50915
450,800,Mastercard,Debit,5198251438400161,2021-05-01,789,1,1,2020-01-01,2020,28,73,1991,10,Female,6413 Second Street,30.44,-87.18,12766,26025,23971,723,4,0.921075888568684,0,0,0,0,0,0,0,0,0,0,15555
451,1734,Mastercard,Debit,5945680972992846,2020-01-01,843,0,2,2020-01-01,2020,37,69,1982,11,Male,185 Forest Drive,33.95,-84.54,40530,82637,84762,739,2,1.02571487348282,0,0,0,0,0,0,0,0,0,0,39312
452,1399,Mastercard,Debit,5849554532579598,2021-05-01,767,1,1,2020-01-01,2020,28,71,1991,5,Male,221 Lexington Avenue,32.08,-81.1,19770,40314,131348,707,4,3.25812372872947,0,0,0,0,0,0,0,0,0,0,14295
453,1033,Mastercard,Debit,5407870927189092,2024-10-01,228,1,2,2020-01-01,2020,18,58,2002,2,Female,352 George Street,43.07,-82.49,16598,33844,42109,684,2,1.24420872237324,0,0,0,0,0,0,0,0,0,0,14836
454,1033,Mastercard,Debit,5089025651729124,2024-07-01,464,1,2,2020-01-01,2020,18,58,2002,2,Female,352 George Street,43.07,-82.49,16598,33844,42109,684,2,1.24420872237324,0,0,0,0,0,0,0,0,0,0,13972
455,431,Mastercard,Debit,5155446517379011,2020-05-01,719,1,1,2020-01-01,2020,19,72,2000,3,Female,973 Federal Avenue,30.62,-87.89,25495,51984,79152,691,3,1.52262234533703,0,0,0,0,0,0,0,0,0,0,16524
456,431,Mastercard,Debit,5831064486667385,2020-01-01,570,0,1,2020-01-01,2020,19,72,2000,3,Female,973 Federal Avenue,30.62,-87.89,25495,51984,79152,691,3,1.52262234533703,0,0,0,0,0,0,0,0,0,0,29526
457,1943,Mastercard,Debit (Prepaid),5182568921946800,2021-01-01,310,1,1,2020-01-01,2020,19,65,2000,9,Female,1134 Valley Drive,41.71,-72.83,46762,95348,71972,706,3,0.754834920501741,0,0,0,0,0,0,0,0,0,0,81
458,1943,Mastercard,Debit,5394718113711366,2020-02-01,16,1,1,2020-01-01,2020,19,65,2000,9,Female,1134 Valley Drive,41.71,-72.83,46762,95348,71972,706,3,0.754834920501741,0,0,0,0,0,0,0,0,0,0,34183
459,1159,Mastercard,Debit,5753359093924163,2024-09-01,795,1,1,2020-01-01,2020,20,69,1999,11,Male,5590 Bayview Avenue,43.05,-82.67,20377,41543,49021,732,4,1.18000625857545,0,0,0,0,0,0,0,0,0,0,22821
460,1159,Mastercard,Debit,5786593463189278,2024-08-01,58,1,1,2020-01-01,2020,20,69,1999,11,Male,5590 Bayview Avenue,43.05,-82.67,20377,41543,49021,732,4,1.18000625857545,0,0,0,0,0,0,0,0,0,0,16330
461,593,Mastercard,Credit,5659013286075924,2020-02-01,777,1,1,2020-01-01,2020,19,71,2000,7,Male,804 Seventh Boulevard,40.52,-122.32,16585,33816,77770,635,1,2.29979891175775,0,0,0,0,0,0,0,0,0,0,7700
462,417,Mastercard,Credit,5229402459571307,2020-01-01,704,1,1,2020-01-01,2020,21,65,1998,3,Male,320 Hillside Lane,35.1,-90,10730,21879,69638,762,1,3.18286941816354,0,0,0,0,0,0,0,0,0,0,3000
463,306,Mastercard,Debit,5540073375174446,2024-05-01,684,1,2,2020-01-01,2020,18,69,2002,1,Male,9850 Birch Drive,42.28,-71.16,34519,70380,106797,725,2,1.51743393009378,0,0,0,0,0,0,0,0,0,0,28868
464,306,Mastercard,Debit,5289314952826819,2021-02-01,998,1,1,2020-01-01,2020,18,69,2002,1,Male,9850 Birch Drive,42.28,-71.16,34519,70380,106797,725,2,1.51743393009378,0,0,0,0,0,0,0,0,0,0,51836
465,352,Mastercard,Debit,5168144985829715,2020-01-01,454,1,1,2020-01-01,2020,22,65,1997,11,Male,32 Valley Drive,34.21,-119.18,18175,37058,50548,680,2,1.36402396243726,0,0,0,0,0,0,0,0,0,0,18091
466,352,Mastercard,Debit,5081154452848669,2022-12-01,211,1,1,2020-01-01,2020,22,65,1997,11,Male,32 Valley Drive,34.21,-119.18,18175,37058,50548,680,2,1.36402396243726,0,0,0,0,0,0,0,0,0,0,14514
467,1745,Mastercard,Debit,5504969419405753,2022-03-01,907,1,1,2020-01-01,2020,20,65,2000,2,Female,8643 Lafayette Boulevard,33.94,-83.99,24252,49449,30723,728,3,0.62130680094643,0,0,0,0,0,0,0,0,0,0,35466
468,299,Mastercard,Debit,5692291424544263,2024-12-01,696,1,2,2020-01-01,2020,40,61,1979,7,Male,196 Plum Lane,40.84,-73.87,13845,28229,55675,622,5,1.97226256686386,0,0,0,0,0,0,0,0,0,0,12029
469,820,Mastercard,Credit,5634478684634263,2021-10-01,490,1,1,2020-01-01,2020,70,59,1949,12,Female,669 South Street,41.7,-70.3,26762,41902,29713,633,5,0.709106963868073,0,0,0,0,0,0,0,0,0,0,11100
470,1188,Mastercard,Debit (Prepaid),5570196053274730,2022-05-01,85,1,2,2020-01-01,2020,24,61,1995,8,Female,66992 Second Street,36.3,-115.24,31374,63969,128412,626,1,2.00740983914083,0,0,0,0,0,0,0,0,0,0,52
471,340,Mastercard,Debit (Prepaid),5544687575831334,2020-08-01,626,1,1,2020-01-01,2020,20,63,1999,8,Male,51 George Avenue,47.3,-122.37,25363,51713,86165,809,1,1.66621545839537,0,0,0,0,0,0,0,0,0,0,65
472,1061,Mastercard,Debit,5178825671566748,2020-02-01,674,1,1,2020-01-01,2020,25,67,1994,12,Male,8931 Norfolk Drive,33.44,-111.8,19844,40457,68826,739,1,1.70121363422893,0,0,0,0,0,0,0,0,0,0,15358
473,824,Mastercard,Debit,5393478219521011,2020-07-01,98,1,1,2020-01-01,2020,32,66,1987,8,Female,38 Catherine Boulevard,27.75,-82.64,18100,36901,23293,695,4,0.631229505975448,0,0,0,0,0,0,0,0,0,0,1940
474,963,Mastercard,Debit,5144733341253778,2023-05-01,686,1,1,2020-01-01,2020,24,70,1995,12,Female,8094 Catherine Lane,42.63,-71.32,20458,41714,54541,687,3,1.30749868149782,0,0,0,0,0,0,0,0,0,0,21106
475,904,Mastercard,Credit,5952221076870750,2020-08-01,821,1,2,2020-01-01,2020,32,66,1987,8,Male,41 Plum Boulevard,37.96,-76.51,12018,24505,52405,759,1,2.13854315445827,0,0,0,0,0,0,0,0,0,0,5600
476,1804,Mastercard,Debit,5979460179212685,2022-10-01,565,1,1,2020-01-01,2020,18,65,2001,9,Male,1335 Norfolk Drive,41.56,-70.55,21335,43499,108468,701,4,2.49357456493253,0,0,0,0,0,0,0,0,0,0,9984
477,12,Mastercard,Debit,5108476679203457,2020-02-01,101,1,2,2020-01-01,2020,18,63,2002,2,Female,345 George Avenue,38.06,-78.9,18531,37785,58187,748,1,1.53994971549557,0,0,0,0,0,0,0,0,0,0,10058
478,1792,Mastercard,Debit,5988371080858837,2022-01-01,648,0,2,2020-01-01,2020,18,68,2001,11,Female,1987 Hillside Lane,44.02,-72.23,15062,30712,38054,723,2,1.23905965095077,0,0,0,0,0,0,0,0,0,0,18296
479,1323,Mastercard,Debit,5054119105173352,2024-07-01,774,1,1,2020-01-01,2020,36,68,1983,3,Female,28 Second Boulevard,32.34,-108.7,15407,31414,42233,719,4,1.34440058572611,0,0,0,0,0,0,0,0,0,0,12053
480,934,Mastercard,Debit,5949121295863245,2020-02-01,399,0,2,2020-01-01,2020,32,63,1987,12,Female,2017 Ninth Drive,42.38,-76.39,20159,41106,106963,762,3,2.6021262102856,0,0,0,0,0,0,0,0,0,0,2055
481,1402,Mastercard,Debit,5573456051575888,2024-09-01,515,1,2,2020-01-01,2020,35,63,1984,10,Male,626 Federal Drive,34.72,-92.35,47364,96574,265319,590,3,2.74731294137138,0,0,0,0,0,0,0,0,0,0,31845
482,1650,Mastercard,Debit,5799559141683850,2020-01-01,461,1,2,2020-01-01,2020,18,67,2002,2,Male,701 Pine Drive,40.71,-74.06,21642,44128,142368,687,3,3.22625090645395,0,0,0,0,0,0,0,0,0,0,7488
483,1650,Mastercard,Credit,5656952388282689,2021-07-01,589,1,2,2020-01-01,2020,18,67,2002,2,Male,701 Pine Drive,40.71,-74.06,21642,44128,142368,687,3,3.22625090645395,0,0,0,0,0,0,0,0,0,0,10200
484,1457,Mastercard,Debit,5478474703672399,2020-05-01,881,1,1,2020-01-01,2020,20,66,1999,6,Male,11162 Oak Drive,41.57,-93.61,22425,45725,102164,688,4,2.23431383269546,0,0,0,0,0,0,0,0,0,0,15688
485,945,Mastercard,Credit,5584035369803224,2021-04-01,410,1,1,2020-01-01,2020,19,66,2001,2,Male,751 Birch Avenue,32.79,-117.25,27748,56579,79726,705,2,1.40910938687499,0,0,0,0,0,0,0,0,0,0,11900
486,1576,Mastercard,Debit,5408716058769165,2022-07-01,404,1,3,2020-01-01,2020,88,65,1932,1,Female,2947 Lake Lane,42.66,-83.38,24578,36764,839,712,8,0.0228212381677728,0,0,0,0,0,0,0,0,0,0,15163
487,1424,Mastercard,Debit,5004994096233324,2020-03-01,489,0,1,2020-01-01,2020,101,68,1918,5,Female,887 Third Boulevard,35.13,-112.99,13086,15348,1396,761,4,0.090956476413865,0,0,0,0,0,0,0,0,0,0,9957
488,1643,Mastercard,Debit (Prepaid),5169835962793021,2020-02-01,821,1,2,2020-01-01,2020,28,64,1991,6,Female,233 Oak Drive,45.47,-122.37,22599,46077,101450,686,1,2.20174924582764,0,0,0,0,0,0,0,0,0,0,22
489,1591,Mastercard,Debit,5596909204961650,2020-04-01,708,1,1,2020-01-01,2020,58,66,1961,6,Female,2200 Third Drive,48.28,-122.62,16537,33717,58236,698,6,1.72719992881929,0,0,0,0,0,0,0,0,0,0,16818
490,817,Mastercard,Debit,5778485837801732,2021-08-01,852,1,2,2020-01-01,2020,26,67,1993,5,Male,91 Lake Street,30.06,-89.93,32314,65888,162364,803,2,2.46424235065566,0,0,0,0,0,0,0,0,0,0,32267
491,817,Mastercard,Debit,5517971919199348,2021-09-01,792,1,1,2020-01-01,2020,26,67,1993,5,Male,91 Lake Street,30.06,-89.93,32314,65888,162364,803,2,2.46424235065566,0,0,0,0,0,0,0,0,0,0,30670
492,1927,Mastercard,Debit (Prepaid),5803470646010241,2020-01-01,940,1,1,2020-01-01,2020,28,65,1991,5,Male,35 Sixth Boulevard,41.07,-85.13,17264,35199,68569,739,2,1.94803829654252,0,0,0,0,0,0,0,0,0,0,62
493,1658,Mastercard,Debit,5875716871084903,2020-01-01,798,1,2,2020-01-01,2020,28,59,1991,3,Female,8128 Hillside Avenue,41.84,-87.75,13891,28324,62363,695,2,2.20177234853834,0,0,0,0,0,0,0,0,0,0,12636
494,1255,Mastercard,Debit,5826930335951624,2023-06-01,803,1,1,2020-01-01,2020,24,67,1995,9,Male,9614 Ocean View Drive,35.37,-85.38,15209,31006,71031,681,2,2.29087918467393,0,0,0,0,0,0,0,0,0,0,9773
495,85,Mastercard,Debit,5335622486722965,2023-10-01,617,1,2,2020-01-01,2020,29,60,1990,4,Male,8016 Norfolk Drive,34.92,-76.89,16006,32636,42290,782,1,1.29580830984189,0,0,0,0,0,0,0,0,0,0,9953
496,875,Mastercard,Debit,5942817121899547,2022-08-01,408,1,1,2020-01-01,2020,39,71,1981,2,Male,5944 Grant Avenue,33.23,-87.54,20553,41907,87163,728,4,2.07991504999165,0,0,0,0,0,0,0,0,0,0,20801
497,422,Mastercard,Debit (Prepaid),5352787929411472,2024-01-01,196,0,2,2020-01-01,2020,19,62,2000,11,Female,5378 Lafayette Avenue,39.98,-82.98,15539,31683,46987,817,4,1.48303506612379,0,0,0,0,0,0,0,0,0,0,63
498,422,Mastercard,Credit,5649118777959741,2022-05-01,123,1,1,2020-01-01,2020,19,62,2000,11,Female,5378 Lafayette Avenue,39.98,-82.98,15539,31683,46987,817,4,1.48303506612379,0,0,0,0,0,0,0,0,0,0,6500
499,936,Mastercard,Debit,5193598337004774,2020-08-01,655,1,1,2020-01-01,2020,18,67,2001,6,Female,255 Bayview Street,35.15,-119.06,20460,41717,27174,718,5,0.651389121940696,0,0,0,0,0,0,0,0,0,0,19369
500,258,Mastercard,Debit,5979251671199858,2020-01-01,949,1,1,2020-01-01,2020,51,68,1968,3,Male,572 Mountain View Lane,37.27,-79.95,14528,29622,17385,694,3,0.586894875430423,0,0,0,0,0,0,0,0,0,0,12596
501,1978,Mastercard,Debit,5070126203216170,2020-01-01,795,1,2,2020-01-01,2020,19,71,2000,12,Female,76 Birch Drive,32.76,-94.34,15299,31197,84749,844,2,2.71657531172869,0,0,0,0,0,0,0,0,0,0,1559
502,1976,Mastercard,Debit,5318581534984744,2021-12-01,914,0,2,2020-01-01,2020,33,69,1986,3,Female,2552 Forest Avenue,39.61,-76.85,27906,56897,0,699,5,0,0,0,0,0,0,0,0,0,0,0,21291
503,1887,Mastercard,Credit,5723992473008285,2020-02-01,298,1,1,2020-01-01,2020,18,70,2002,1,Male,729 Wessex Drive,26.63,-81.85,17522,35731,71825,503,2,2.01015924547312,0,0,0,0,0,0,0,0,0,0,5300
504,1887,Mastercard,Credit,5568613598314709,2022-06-01,926,1,1,2020-01-01,2020,18,70,2002,1,Male,729 Wessex Drive,26.63,-81.85,17522,35731,71825,503,2,2.01015924547312,0,0,0,0,0,0,0,0,0,0,15800
505,195,Mastercard,Debit,5809559236815243,2020-01-01,643,1,1,2020-01-01,2020,18,70,2002,2,Female,5263 Little Creek Drive,28.75,-81.33,31847,64936,107755,688,2,1.65940310459529,0,0,0,0,0,0,0,0,0,0,26219
506,874,Mastercard,Credit,5618927130201354,2020-04-01,47,1,1,2020-01-01,2020,24,68,1995,3,Male,4973 Martin Luther King Lane,39.38,-119.67,30757,62711,68777,798,3,1.09672944140581,0,0,0,0,0,0,0,0,0,0,15100
507,785,Mastercard,Credit,5182039113510183,2024-12-01,533,1,1,2020-01-01,2020,18,67,2001,11,Male,13 Main Boulevard,38.16,-121.93,23990,48909,71310,740,2,1.4580138624793,0,0,0,0,0,0,0,0,0,0,15400
508,685,Mastercard,Debit,5319381223326693,2020-02-01,205,1,2,2020-01-01,2020,21,68,1998,4,Male,5263 Fifth Avenue,44.26,-88.39,21828,44513,105303,778,6,2.36566845640599,0,0,0,0,0,0,0,0,0,0,30119
509,736,Mastercard,Debit (Prepaid),5166680396292023,2024-11-01,462,1,1,2020-01-01,2020,27,66,1992,9,Female,8440 Park Drive,39.99,-105.09,30072,61317,0,741,3,0,0,0,0,0,0,0,0,0,0,0,38
510,736,Mastercard,Debit (Prepaid),5582430794372147,2024-09-01,397,1,2,2020-01-01,2020,27,66,1992,9,Female,8440 Park Drive,39.99,-105.09,30072,61317,0,741,3,0,0,0,0,0,0,0,0,0,0,0,100
511,1776,Mastercard,Debit,5089550241614493,2020-02-01,625,1,2,2020-01-01,2020,47,75,1972,10,Male,130 Lincoln Drive,40.04,-82.12,21156,43133,44263,693,3,1.02619803862472,0,0,0,0,0,0,0,0,0,0,18292
512,1524,Mastercard,Debit,5298405785595862,2022-06-01,451,1,1,2020-01-01,2020,26,60,1993,3,Male,118 Mountain View Lane,42.19,-88.08,48986,99883,171034,732,1,1.71234344182694,0,0,0,0,0,0,0,0,0,0,52121
513,767,Mastercard,Debit (Prepaid),5998020597750681,2020-01-01,259,1,2,2020-01-01,2020,32,63,1988,1,Female,7096 Park Street,43.28,-72.47,18013,36729,48624,686,3,1.3238585314057,0,0,0,0,0,0,0,0,0,0,24
514,678,Mastercard,Debit,5845664736410406,2024-09-01,157,1,1,2020-01-01,2020,63,67,1957,2,Female,861 Martin Luther King Boulevard,42.88,-78.85,14456,29477,56355,850,4,1.91182956203141,0,0,0,0,0,0,0,0,0,0,11254
515,1724,Mastercard,Debit,5820532728475057,2021-07-01,136,1,1,2020-01-01,2020,20,66,1999,5,Female,489 Fourth Drive,41.71,-86.87,18036,36775,102641,850,3,2.79105370496261,0,0,0,0,0,0,0,0,0,0,17665
516,158,Mastercard,Debit,5217920627763477,2020-02-01,902,1,1,2020-01-01,2020,31,72,1989,2,Female,5065 Catherine Drive,45.2,-122.06,20343,41475,0,747,2,0,0,0,0,0,0,0,0,0,0,0,22310
517,143,Mastercard,Debit (Prepaid),5710956185196347,2020-02-01,91,1,2,2020-01-01,2020,22,68,1997,6,Female,5138 Park Drive,41.55,-87.66,25689,52379,107734,771,3,2.05681666316654,0,0,0,0,0,0,0,0,0,0,72
518,1108,Mastercard,Credit,5744439609691204,2020-01-01,662,1,1,2020-01-01,2020,19,67,2000,3,Male,32 First Lane,40.83,-74.24,40216,81995,133788,685,2,1.63166046710165,0,0,0,0,0,0,0,0,0,0,28000
519,270,Mastercard,Debit (Prepaid),5387845577295005,2020-02-01,379,1,1,2020-01-01,2020,30,62,1989,8,Male,71682 Catherine Street,39.02,-84.56,30367,61916,165886,655,4,2.67921054331675,0,0,0,0,0,0,0,0,0,0,46
520,270,Mastercard,Debit,5778432883626952,2020-01-01,217,0,2,2020-01-01,2020,30,62,1989,8,Male,71682 Catherine Street,39.02,-84.56,30367,61916,165886,655,4,2.67921054331675,0,0,0,0,0,0,0,0,0,0,27489
521,1438,Mastercard,Debit,5219464488355605,2022-09-01,80,1,2,2020-01-01,2020,26,64,1994,1,Female,4631 Plum Avenue,41.47,-81.67,14737,30049,80474,700,1,2.67809244899997,0,0,0,0,0,0,0,0,0,0,7767
522,1021,Mastercard,Debit (Prepaid),5147465861467114,2024-04-01,905,1,1,2020-01-01,2020,21,67,1998,11,Female,218 East Street,34.14,-117.85,31699,64630,92847,751,2,1.43659291350766,0,0,0,0,0,0,0,0,0,0,82
523,829,Mastercard,Debit,5898279833645788,2023-10-01,139,1,3,2020-01-01,2020,29,70,1990,3,Female,587 East Lane,35.36,-79.13,17854,36404,11745,726,3,0.322629381386661,0,0,0,0,0,0,0,0,0,0,11018
524,193,Mastercard,Debit (Prepaid),5412046613062340,2021-03-01,587,1,2,2020-01-01,2020,23,65,1996,7,Female,4343 Mountain View Boulevard,44.48,-103.84,18583,37891,66163,749,1,1.74614024438521,0,0,0,0,0,0,0,0,0,0,32
525,1160,Mastercard,Debit,5422957944601642,2024-09-01,948,1,1,2020-01-01,2020,27,65,1992,4,Male,238 Eighth Avenue,41.8,-80.06,16965,34591,65770,688,2,1.90136162585644,0,0,0,0,0,0,0,0,0,0,14168
526,507,Mastercard,Debit (Prepaid),5366433748394946,2020-02-01,959,1,3,2020-01-01,2020,22,70,1998,2,Male,79 Burns Drive,40.81,-74,18392,37497,0,695,1,0,0,0,0,0,0,0,0,0,0,0,74
527,1465,Mastercard,Credit,5118544604271729,2023-01-01,774,1,1,2020-01-01,2020,29,65,1991,2,Female,8463 Second Street,39.53,-84.08,25333,51651,22705,801,3,0.43958490639097,0,0,0,0,0,0,0,0,0,0,11600
528,1396,Mastercard,Debit (Prepaid),5683429952038146,2020-02-01,101,1,1,2020-01-01,2020,22,61,1997,5,Male,666 Lafayette Lane,39.21,-76.72,22728,46344,66994,732,3,1.44558087346798,0,0,0,0,0,0,0,0,0,0,23
529,599,Mastercard,Debit,5040077771754434,2020-01-01,475,1,1,2020-01-01,2020,26,71,1993,3,Male,4872 Lexington Avenue,40.36,-75.09,49534,100991,0,722,3,0,0,0,0,0,0,0,0,0,0,0,72868
530,1394,Mastercard,Debit,5610324213392857,2023-10-01,951,1,2,2020-01-01,2020,30,58,1989,4,Female,341 Hill Drive,38.63,-90.24,28373,57853,131828,558,4,2.27867180612933,0,0,0,0,0,0,0,0,0,0,18022
531,310,Mastercard,Debit,5037135277339675,2021-11-01,719,1,2,2020-01-01,2020,26,61,1994,2,Male,4840 Summit Lane,38.72,-121,28660,58435,134789,666,2,2.30664841276632,0,0,0,0,0,0,0,0,0,0,26251
532,1239,Mastercard,Credit,5539431041002735,2024-09-01,932,1,2,2020-01-01,2020,34,65,1985,11,Female,5449 Lexington Drive,33.78,-117.93,18679,38081,28613,811,4,0.751372075313148,0,0,0,0,0,0,0,0,0,0,11100
533,1691,Mastercard,Credit,5618482408174959,2020-02-01,793,1,1,2020-01-01,2020,23,61,1996,11,Female,5459 El Camino Avenue,35.12,-81.51,14443,29450,36002,692,1,1.22247877758913,0,0,0,0,0,0,0,0,0,0,5400
534,1570,Mastercard,Debit (Prepaid),5515026771729881,2024-03-01,311,1,1,2020-01-01,2020,21,67,1998,4,Female,100 Seventh Drive,45.93,-88.25,18016,36733,0,761,3,0,0,0,0,0,0,0,0,0,0,0,63
535,886,Mastercard,Debit,5283951994405151,2020-01-01,201,0,1,2020-01-01,2020,20,67,1999,11,Male,189 Ninth Lane,40.17,-74.91,31656,64548,14864,726,1,0.230278242548181,0,0,0,0,0,0,0,0,0,0,19991
536,297,Mastercard,Debit (Prepaid),5876773249686695,2022-09-01,942,1,2,2020-01-01,2020,20,66,1999,9,Male,354 Main Drive,37.91,-76.47,13938,28421,77772,738,1,2.73642728968017,0,0,0,0,0,0,0,0,0,0,29
537,786,Mastercard,Debit,5360341319255168,2024-07-01,985,1,2,2020-01-01,2020,18,62,2002,2,Male,4279 West Boulevard,34.9,-79.01,15331,31259,40701,798,2,1.30205700758182,0,0,0,0,0,0,0,0,0,0,7221
538,1886,Mastercard,Credit,5437743244958188,2022-09-01,676,1,1,2020-01-01,2020,26,66,1993,12,Male,6693 George Drive,47.44,-122.28,20233,41255,85439,683,2,2.07099745485396,0,0,0,0,0,0,0,0,0,0,11900
539,778,Mastercard,Debit,5103357334539485,2023-09-01,3,1,2,2020-01-01,2020,60,60,1959,12,Male,700 Lexington Avenue,40.52,-81.47,18794,31003,23000,699,3,0.741863690610586,0,0,0,0,0,0,0,0,0,0,15895
540,1197,Mastercard,Debit,5083490519087277,2022-01-01,232,1,1,2020-01-01,2020,28,64,1992,1,Female,146 Lafayette Drive,45.79,-122.69,27308,55684,114269,722,3,2.05209755046333,0,0,0,0,0,0,0,0,0,0,37002
541,787,Mastercard,Debit (Prepaid),5536825392398622,2024-11-01,829,1,1,2020-01-01,2020,19,67,2000,3,Female,762 Lake Drive,29.61,-95.61,35183,71740,38238,767,2,0.533008084750488,0,0,0,0,0,0,0,0,0,0,80
542,1935,Mastercard,Debit,5708163356892632,2020-01-01,148,1,2,2020-01-01,2020,23,65,1997,2,Female,98 Mountain View Drive,30.21,-92.02,22001,44862,78350,750,3,1.74646694306986,0,0,0,0,0,0,0,0,0,0,23716
543,268,Mastercard,Debit,5171844589281134,2023-12-01,998,1,2,2020-01-01,2020,20,62,1999,9,Female,825 Norfolk Drive,43.02,-78.75,29558,60265,80939,582,3,1.34305152244255,0,0,0,0,0,0,0,0,0,0,17789
544,922,Mastercard,Debit (Prepaid),5070468758051891,2020-01-01,783,1,2,2020-01-01,2020,18,64,2001,4,Male,5819 Norfolk Drive,26.89,-82.05,14352,29265,37375,647,1,1.2771228429865,0,0,0,0,0,0,0,0,0,0,28
545,1494,Mastercard,Debit,5548555538116203,2024-09-01,20,1,1,2020-01-01,2020,26,71,1993,3,Male,7703 Fourth Avenue,26.14,-80.13,14191,28931,34511,711,4,1.19287269710691,0,0,0,0,0,0,0,0,0,0,8998
546,1139,Mastercard,Debit,5986665930699666,2021-12-01,654,1,2,2020-01-01,2020,24,68,1995,4,Female,418 Elm Street,32.88,-84.67,15433,31469,53555,645,1,1.70183355047825,0,0,0,0,0,0,0,0,0,0,19185
547,1174,Mastercard,Debit,5860197030769935,2024-08-01,281,1,2,2020-01-01,2020,25,65,1994,11,Male,944 Lexington Boulevard,30.6,-87.34,20273,41338,90737,772,1,2.19500217717354,0,0,0,0,0,0,0,0,0,0,2066
548,1005,Mastercard,Debit,5297814036761845,2020-11-01,436,1,2,2020-01-01,2020,21,67,1998,11,Male,78596 Birch Drive,29.76,-95.38,19364,39485,144101,685,1,3.64951247309105,0,0,0,0,0,0,0,0,0,0,12035
549,448,Mastercard,Credit,5114662442047901,2021-02-01,247,1,2,2020-01-01,2020,41,63,1978,8,Male,992 Martin Luther King Avenue,41.48,-87.68,19359,39472,82626,698,1,2.09328131333604,0,0,0,0,0,0,0,0,0,0,7200
550,1907,Mastercard,Credit,5873879871800491,2021-09-01,895,1,2,2020-01-01,2020,37,66,1982,5,Female,4189 Birch Street,22.21,-159.41,16898,34457,48966,666,2,1.42107554343094,0,0,0,0,0,0,0,0,0,0,5700
551,1778,Mastercard,Debit,5640299040746333,2022-08-01,259,1,1,2020-01-01,2020,29,63,1990,3,Male,32595 River Drive,35.49,-119.3,14556,29682,65845,659,2,2.21834782022775,0,0,0,0,0,0,0,0,0,0,13857
552,243,Mastercard,Debit,5795511997395934,2023-03-01,987,1,1,2020-01-01,2020,20,63,1999,3,Male,592 Hillside Drive,41.84,-87.79,18714,38158,80609,666,1,2.11250589653546,0,0,0,0,0,0,0,0,0,0,5158
553,486,Mastercard,Debit,5961241054000885,2020-02-01,108,0,1,2020-01-01,2020,23,71,1996,4,Male,938 Maple Boulevard,36.25,-115.08,22907,46704,91946,810,1,1.96869647139431,0,0,0,0,0,0,0,0,0,0,29674
554,1667,Mastercard,Debit,5421616899749760,2020-01-01,724,1,2,2020-01-01,2020,18,70,2002,2,Male,18 Bayview Avenue,34.82,-89.98,23782,48491,158871,588,1,3.27629869460312,0,0,0,0,0,0,0,0,0,0,10522
555,716,Mastercard,Debit,5513976299775159,2023-03-01,404,1,2,2020-01-01,2020,31,70,1988,5,Male,1495 Elm Boulevard,33.92,-116.83,13002,26511,21869,769,6,0.824902870506582,0,0,0,0,0,0,0,0,0,0,7139
556,716,Mastercard,Debit,5169449886762703,2021-09-01,443,1,1,2020-01-01,2020,31,70,1988,5,Male,1495 Elm Boulevard,33.92,-116.83,13002,26511,21869,769,6,0.824902870506582,0,0,0,0,0,0,0,0,0,0,10199
557,254,Mastercard,Credit,5786727394117638,2024-04-01,230,1,2,2020-01-01,2020,30,66,1989,5,Male,323 Eighth Drive,40.02,-105.25,33151,67589,0,734,3,0,0,0,0,0,0,0,0,0,0,0,15900
